uniq_id,sku,name_title,description,list_price,sale_price,category,category_tree,average_product_rating,product_url,product_image_urls,brand,total_number_reviews,Reviews
f2d7aa5328c0ac000b5ae234c79cbe07,17ebc2b,Dingo® Mens Oil-Tanned Leather Motorcycle Boots,"These tough motorcycle boots combine style and function that's great for both western and motorcycle tastes.  Motorcycle Boots:oil-tanned leather upper harness strap with ""O"" ring 11"" shaft height comfort cushion insole snoot toe oil-tanned leather oil-resistant rubber sole",,176.46,casual shoes,jcpenney|shoes|casual shoes,,http://www.jcpenney.com/dingo-mens-oil-tanned-leather-motorcycle-boots/prod.jump?ppId=17ebc2b&catId=cat100250174&&_dyncharset=UTF-8&urlState=/shoes/shop-men-s-shoes/casual-shoes/11-1-2/_/N-1nopj2Z9e/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/0900631B817B7552M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",Dingo,,
6238d9fbf69b0d4d886661fd53717ec8,17ebc2b,Dingo® Mens Oil-Tanned Leather Motorcycle Boots,"These tough motorcycle boots combine style and function that's great for both western and motorcycle tastes.  Motorcycle Boots:oil-tanned leather upper harness strap with ""O"" ring 11"" shaft height comfort cushion insole snoot toe oil-tanned leather oil-resistant rubber sole",,176.46,casual shoes,jcpenney|shoes|casual shoes,,http://www.jcpenney.com/dingo-mens-oil-tanned-leather-motorcycle-boots/prod.jump?ppId=17ebc2b&catId=cat100590162&&_dyncharset=UTF-8&urlState=/shoes/categories/casual-shoes/10-1-2/_/N-1nvzv6Z9c/cat.jump,"http://s7d9.scene7.com/is/image/JCPenney/0900631B817B7552M.tif?hei=380&amp;wid=380&op_usm=.4,.8,0,0&resmode=sharp2&op_usm=1.5,.8,0,0&resmode=sharp",Dingo,,
d07a94b8e5c637d592b5b848a6456f74,pp5006310475,Okie Dokie® Print Bermuda Shorts - Preschool Girls 4-6x,"Great for those sunny day, these Bermuda shorts feature 2 front pockets are made from breathable cotton to keep her cool no matter the occasion.   flat front relaxed fit 2 front pockets elastic waist faux fly 100% cotton washable imported",16.92,8.45,shorts,jcpenney|shorts,5 out of 5,http://www.jcpenney.com/okie-dokie-print-bermuda-shorts-preschool-girls-4-6x/prod.jump?ppId=pp5006310475&catId=cat1002780080&&_dyncharset=UTF-8&urlState=/shops/shorts/small-4/_/N-gl1228Z1z13zm6/cat.jump,"http://s7d2.scene7.com/is/image/JCPenney/DP1202201501590238M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2",Okie Dokie,2,"{""review""=>[{""review_1""=>""I love that these shorts are a longer length. I buy these every summer for my child in her bigger size.""}, {""review_2""=>""My daughter is six, and wears a size 8-9 length and a size 5-6 waist. These shorts were perfect! Not too short and not too long. Finally, a pair of shorts for the tall and skinny child!""}]}"
e13073818be63de03a6a326b34a1eab2,pp5006153362,Xersion™ Performance Warm-X Leggings - Tall,"Fitted performance leggings are brushed on the inside to keep you warm and comfortable during cold-weather workouts. Quick-Dri® moisture-wicking fabric helps keep you dry no-chafe seams won’t irritate your skin reflective details for low-light visibility brushed interior for softness against your skin pocket at inside waistband elastic waist 30"" inseam polyester/spandex washable imported",58.01,28.99,pants,jcpenney|pants,4.3 out of 5,http://www.jcpenney.com/xersion-performance-warm-x-leggings-tall/prod.jump?ppId=pp5006153362&catId=cat100630195&&_dyncharset=UTF-8&urlState=/women/specialty-sizing/tall/shop-clothing/activewear/pants/black/_/N-1nwur7Z12z/cat.jump,"http://s7d2.scene7.com/is/image/JCPenney/DP0914201517024447M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2| http://s7d2.scene7.com/is/image/JCPenney/DP0914201517024442M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2",Xersion,7,"{""review""=>[{""review_1""=>""These leggings were exactly what they were stated to be. They kept me quite warm while doing my 5k in the snow and 60 mph winds! I will definitely purchase a second pair for next winter.""}, {""review_2""=>""I ordered these leggings for those 25 degree morning walks. They are much warmer than normal running pants and are very comfortable. They are compression pants so they fit snuggly, but are not uncomfortably tight once you get them on. I got 2 pairs and I love them!""}, {""review_3""=>""I purchased these for myself. I was a little worried as I am a plus size woman and bought XXL. If they ran small, I would be out of luck. The came and fit great, very comfortable and so far they are as warm as I need them. I have recently bought a second pair.""}, {""review_4""=>""I bought these as a Christmas gift for my daughter, who is running during the mild winter (so far), and she absolutely loves, loves these leggings.""}, {""review_5""=>""And, the fact that these are tall, makes all the difference; she is 5' 10\"", and happy with the fit, length, warmth, etc.""}, {""review_6""=>""I got the large tall, they fit great, I'm 6'1\"" and they are just long enough. They have a draw string but they stay up fine with out it. They keep me warm as long as it is not too windy. Can't really wear them if it is less than 40 degrees.""}, {""review_7""=>""I bought these as a gift for my tall daughter. She loves the way they look and feel the best she has ever had.""}, {""review_8""=>""I ordered these leggings for a gift in a size Large. They are about 2 sizes smaller. Nice leggings if they were sized correctly. They have been returned.""}]}"
904aae9df04c86b9b3982976eadbf378,pp5006150078,BELLE + SKY™ Long-Sleeve Sweater Tunic,"Confidently enter the office in our richly textured tunic sweater, whose variegated ribbing creates the illusion of layers. side vents cotton/modal/polyester/nylon/metallic fibers machine wash, dry flat imported",53.18,21.27,sweaters,jcpenney|sweaters,4.5 out of 5,http://www.jcpenney.com/belle-sky-long-sleeve-sweater-tunic/prod.jump?ppId=pp5006150078&catId=cat1005970016&&_dyncharset=UTF-8&urlState=/women/shop-brands/belle-sky/sweaters/solid/_/N-gmxffkZ1z141ur/cat.jump,"http://s7d2.scene7.com/is/image/JCPenney/DP0930201507044889M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2| http://s7d2.scene7.com/is/image/JCPenney/DP0930201507044887M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2",BELLE + SKY,6,"{""review""=>[{""review_1""=>""Nice weight and good for dressing up or down. Soft grey and eye catching.""}, {""review_2""=>""This sweater/tunic is very warm and it drapes perfectly. I love the length it provides. The neckline and sleeves are perfect for me.""}, {""review_3""=>""I love the style and the way this sweater fits! The fit is great and I wish it came in lots more colors. I got black and it will go with so many things.""}, {""review_4""=>""Great fit, comfortable to wear, great price. Great sweater.""}, {""review_5""=>""Sweater is nice quality and fits true to size. Comfortable weight and long enough to wear with tights or leggings.""}, {""review_6""=>""This sweater is very flattering. It is not very heavy, but the turtleneck and long sleeves make it warm. I like how it is longer in the back and covers my bottom--which needs a little camouflage.""}]}"
22ca0bbbab5c1a541b7da18c901355df,pp5004590331,Liz Claiborne® Iris Flats,"Step up your sophisticated style in our timeless flats by Liz Claiborne, boasting metal hardware on a round toe.   synthetic upper rubber sole",72.52,48.33,casual shoes,jcpenney|casual shoes,4.5 out of 5,http://www.jcpenney.com/liz-claiborne-iris-flats/prod.jump?ppId=pp5004590331&catId=cat1003560003&&_dyncharset=UTF-8&urlState=/shoes/shop-women-s-shoes/casual-shoes/7/_/N-glhrurZ93/cat.jump,"http://s7d2.scene7.com/is/image/JCPenney/DP0309201517020455M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2| http://s7d2.scene7.com/is/image/JCPenney/DP0309201517020450M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2| http://s7d2.scene7.com/is/image/JCPenney/DP0309201517020452M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2| http://s7d2.scene7.com/is/image/JCPenney/DP0309201517020447M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2|/dotcom/images/playbutton.svg|http://brightcove.vo.llnwd.net/e1/pd/1232842441001/1232842441001_4685046957001_4290997224001-th.jpg?pubId=1232842441001",LIZ CLAIBORNE,123,"{""review""=>[{""review_1""=>""This flat can be worn with anything from Jeans to slacks. The shoe is very attractive and comfortable.""}, {""review_2""=>""I ordered 2 pairs of these shoes- one pair in navy and one in red. I really like them because the colors are great. The navy is a traditional dark navy and the red is a true red. I didn't have to break these in with socks. I usually wear a size 8 medium so these are true to size. The leather is soft and easy to clean.""}, {""review_3""=>""These are lovely flats! They go well with any outfit. I am going to purchase another pair in a different color.""}, {""review_4""=>""I first bought the 6.5 regular width which is normally what I wear but they were too narrow. I returned them and bought the 6.5 wide but they were too long. 6 wide fits perfectly, so be careful when ordering it looks like if you need a wide width you need to go down 1/2 a size or they will be too big length wise. I absolutely love the shoes though! The colors are great and they go with everything!""}, {""review_5""=>""This is the perfect dressy COMFORTABLE shoe! Nice lines on the leather, and the buckle design gives it a bit of sparkle. Bought this shoe is black, red, and tan.""}, {""review_6""=>""They are very comfy, good fit. I have recommended to friends and family.""}, {""review_7""=>""Runs small. Had to order 1/2 size larger. Very comfortable.""}, {""review_8""=>""I ordered my regular size in this shoe and it was very tight and uncomfortable. I was afraid a bigger size would not work in the width. Loved the shoe, but had to return.""}]}"
837d971def07b315c30aba292d1b69be,pp5006640568,Carter's® Short-Sleeve Scuba Tee - Preschool Boys 4-7,"Whether diving for sunken treasure or playing on the swing set, he'll be ready for adventure with our cotton, scuba-print tee. ribbed neckline short sleeves graphic print 100% cotton washable imported",19.34,9.66,shirts,jcpenney|shirts,,http://www.jcpenney.com/carters-short-sleeve-scuba-tee-preschool-boys-4-7/prod.jump?ppId=pp5006640568&catId=cat1006080001&&_dyncharset=UTF-8&urlState=/kids/shop-boys/boys-4/shirts/5/_/N-gmzsapZ8x/cat.jump,"http://s7d2.scene7.com/is/image/JCPenney/DP0208201617032280M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2",Carter's,,
db4042782aa563a1840971d0784a88a2,pp5005440210,Hanes® 4-pk. Cotton Tag-Free Crewneck T-Shirt + BONUS tee,This ultra-soft t-shirt from Hanes features cotton construction and a tagless design for superior comfort. package includes 4 tees + 1 bonus tee while supplies last TAGLESS® crewneck with stay flat collar keeps it shape wash after wash short sleeves generous length for a stay-tucked hem ComfortSoft® cotton fabric for superior softness preshrunk cotton for a lasting fit 100% cotton washable imported ,33.84,27.07,underwear & socks,jcpenney|underwear & socks,4.8 out of 5,http://www.jcpenney.com/hanes-4-pk-cotton-tag-free-crewneck-t-shirt-bonus-tee/prod.jump?ppId=pp5005440210&catId=cat1006510011&&_dyncharset=UTF-8&urlState=/men/shop-sale-clearance/sale/underwear-socks/casual/_/N-gn903fZ1z141ug/cat.jump,"http://s7d2.scene7.com/is/image/JCPenney/DP0507201517014119M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2| http://s7d2.scene7.com/is/image/JCPenney/DP0508201517011978M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2",HANES,5,"{""review""=>[{""review_1""=>""Great pricing. I purchased two 4 packs and received a bonus t-shirt in each pack. I like the tag-free feature. I usually wear an XL and they fit me comfortably under a dress shirt. I would buy again.""}, {""review_2""=>""My husband does indoor and outdoor work where he can dress casually and he wanted to wear white t-shirts because the sun was fading his normal shirts. These keep him cooler than the other shirts and do the job and he gets to save his regular shirts to use at home. I was worried that they would shrink after the first wash but they still fit him nicely.""}, {""review_3""=>""Hanes tagless t-shirts are the preferred brand for the men in my house and the price is was very reasonable with an added bonus of a free shirt. I was very pleased and so were they.""}, {""review_4""=>""This is a outstanding product, and it is a great value. They fit just as they should, I do not like the new fitted Tee shirts because they are to tight and hard to get off. These Tee shirts are very comfortable and easy to put on and take off, even when they are wet.""}, {""review_5""=>""Excellent product but could be better. Nevertheless, I will keep this product due to it's cost .""}]}"
7707045294322dec9541776e780c7a01,pp5006461311,Levi's® Tank Top,"Layer up or go it alone with this colorful, allover graphic tank from Levi's.   cotton/polyester washable imported",30.22,18.12,shirts,jcpenney|shirts,,http://www.jcpenney.com/levis-tank-top/prod.jump?ppId=pp5006461311&catId=cat100250147&&_dyncharset=UTF-8&urlState=/juniors-guys/view-all-guys/shop-clothing/shirts/xx-large/_/N-1nopibZbh/cat.jump,"http://s7d2.scene7.com/is/image/JCPenney/DP0107201603175239M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2",Levi,,
a1976ce5559241c7f4602692cc0edd46,pp5006380894,St. John's Bay® Legacy Basic Pocket Tee,"Just like our regular-fit basic tee, this pocket-style version delivers all-cotton comfort in your choice of fresh colors.  shrink and fade resistant crewneck taped neck tag free comfort left chest pocket straight hem cotton washable imported",28.40,11.30,shirts,jcpenney|shirts,,http://www.jcpenney.com/st-johns-bay-legacy-basic-pocket-tee/prod.jump?ppId=pp5006380894&catId=cat100240025&&_dyncharset=UTF-8&urlState=/men/shop-clothing/shirts/tag-free/_/N-1nohp5Z1z13l9o/cat.jump,"http://s7d2.scene7.com/is/image/JCPenney/DP0801201401010673M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2|/dotcom/images/playbutton.svg|http://brightcove.vo.llnwd.net/e1/pd/1232842441001/1232842441001_4459129702001_4459111844001-th.jpg?pubId=1232842441001",St. John's Bay,,
f008ee56c8dc522e2a10423915537e14,pp5006310392,Arizona Short Sleeve Plaid Shirt - Preschool Boys 4-7,This short-sleeve button-front shirt made of 100% woven cotton in a timeless plaid look will work great with either V-neck or crewneck sweaters or alone with khaki pants. button-down collar button front short sleeves cotton washable imported,41.70,24.60,shirts,jcpenney|shirts,,http://www.jcpenney.com/arizona-short-sleeve-plaid-shirt-preschool-boys-4-7/prod.jump?ppId=pp5006310392&catId=cat1006080001&&_dyncharset=UTF-8&urlState=/kids/shop-boys/boys-4/shirts/5/_/N-gmzsapZ8x/cat.jump,"http://s7d2.scene7.com/is/image/JCPenney/DP1202201501590844M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2| http://s7d2.scene7.com/is/image/JCPenney/DP1202201501590851M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2| http://s7d2.scene7.com/is/image/JCPenney/DP1202201501590858M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2| http://s7d2.scene7.com/is/image/JCPenney/DP1202201501590838M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2",ARIZONA,,
0a6cdfcd89839f922e73897eca27cff6,pp5003780369,adidas® 3G Speed Shorts-Big & Tall,"Satisfy your need for speed in these Climalite basketball shorts with iconic, three-striped legs.   athletic fit sits at or below the waist elastic waist with drawcord brief polyester washable imported",33.11,26.00,shorts,jcpenney|shorts,4.7 out of 5,http://www.jcpenney.com/adidas-3g-speed-shorts-big-tall/prod.jump?ppId=pp5003780369&catId=cat1006520040&&_dyncharset=UTF-8&urlState=/juniors-guys/view-all-guys/hidden-categories/view-all-guys/shorts/blue/_/N-gn97u0Z12y/cat.jump,"http://s7d2.scene7.com/is/image/JCPenney/DP0219201417114111M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2| http://s7d2.scene7.com/is/image/JCPenney/DP0219201417114062M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2| http://s7d2.scene7.com/is/image/JCPenney/DP0219201417114012M.tif?wid=65&hei=65&fmt=jpg&op_usm=.4,.8,0,0&resmode=sharp2",ADIDAS,19,"{""review""=>[{""review_1""=>""I am glad these shorts were available in big and tall. These shorts are comfortable and true to size. My son loves to wear adidas.""}, {""review_2""=>""Great fit and length for comfortable wear and two pockets make it worth the value!""}, {""review_3""=>""I bought them for my son. He loves them, I got name brand shorts for clearance too!""}, {""review_4""=>""Bought these shorts for my husband and he loves them.""}, {""review_5""=>""These shorts Are great For tall guy. My son loved them from minute he tried them on. Not usually one to remark he said \"" these Are great , \"" so I will invest in more in future.""}, {""review_6""=>""Shorts are true to size. The shorts are sharp looking and comfortable.""}, {""review_7""=>""Our son is five foot nine inches tall, weighs 285 pounds and has Downs Syndrome. Just his size alone keeps him from wearing what other young men his age wear. He wants nothing more then to fit in. Your big and tall section allows him to do just that. Christmas 2014 at Disney World he'll be wearing both his Adidas shorts and other walking shorts found in the store. Dressed just like his two younger brother-in-laws . . . and fitting in. Thanks JCP, for providing years of quality items for our family of five. (now 7 with two new son-in-laws)""}, {""review_8""=>""My son says these are super comfortable and I say they are super affordable!""}]}"
